,Nspec,Nbins,WvlStart,WvlEnd,SplineKnots,SN,dm15,TypeStr,TypeInt,SubTypeInt,WFF subtype int,WFF subtype str,WFF broadtype int,WFF broadtype str
0,60,1024,2500.0,10000.0,11,sn2003du,1.07,Ia-norm,1,2,0,Ia-norm,0,Ia
1,15,1024,2500.0,10000.0,8,sn2003it,1.36,Ia-norm,1,2,0,Ia-norm,0,Ia
2,5,1024,2500.0,10000.0,10,sn2000er,-9.99,Ibn,2,5,7,Ibn,1,Ib
3,8,1024,2500.0,10000.0,8,sn2001N,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
4,10,1024,2500.0,10000.0,10,sn2007qe,1.03,Ia-norm,1,2,0,Ia-norm,0,Ia
5,11,1024,2500.0,10000.0,8,sn1999cl,1.17,Ia-norm,1,2,0,Ia-norm,0,Ia
6,1,1024,2500.0,10000.0,10,sn03gq,-9.99,Ia-02cx,1,8,4,Iax,0,Ia
7,3,1024,2500.0,10000.0,8,sn2005hc,1.03,Ia-norm,1,2,0,Ia-norm,0,Ia
8,7,1024,2500.0,10000.0,8,sn1997dt,1.04,Ia-norm,1,2,0,Ia-norm,0,Ia
9,3,1024,2500.0,10000.0,10,sn06kf,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
10,19,1024,2500.0,10000.0,11,sn94ae,0.86,Ia-norm,1,2,0,Ia-norm,0,Ia
11,15,1024,2500.0,10000.0,10,sn2008Z,1.02,Ia-norm,1,2,0,Ia-norm,0,Ia
12,1,1024,2500.0,10000.0,10,sn08bt,-9.99,Ia-91bg,1,4,2,Ia-91bg,0,Ia
13,33,1024,2500.0,10000.0,8,sn98bu,1.01,Ia-norm,1,2,0,Ia-norm,0,Ia
14,1,1024,2500.0,10000.0,9,sn02bg,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
15,8,1024,2500.0,10000.0,8,sn2005el,1.27,Ia-norm,1,2,0,Ia-norm,0,Ia
16,8,1024,2500.0,10000.0,11,sn02cx,1.29,Ia-02cx,1,8,4,Iax,0,Ia
17,4,1024,2500.0,10000.0,8,sn1996bl,1.07,Ia-norm,1,2,0,Ia-norm,0,Ia
18,4,1024,2500.0,10000.0,10,sn06ej,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
19,11,1024,2500.0,10000.0,13,12au,-9.99,Ib,2,2,6,Ib-norm,1,Ib
20,1,1024,2500.0,10000.0,8,sn2002ef,1.06,Ia-norm,1,2,0,Ia-norm,0,Ia
21,15,1024,2500.0,10000.0,10,sn2001G,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
22,1,1024,2500.0,10000.0,11,sn06cs,-9.99,Ia-91bg,1,4,2,Ia-91bg,0,Ia
23,26,1024,2500.0,10000.0,9,sn1998es,0.85,Ia-91T,1,3,1,Ia-91T,0,Ia
24,7,1024,2500.0,10000.0,11,sn2001da,1.12,Ia-norm,1,2,0,Ia-norm,0,Ia
25,1,1024,2500.0,10000.0,11,sn03ai,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
26,1,1024,2500.0,10000.0,9,sn2007bz,1.05,Ia-norm,1,2,0,Ia-norm,0,Ia
27,1,1024,2500.0,10000.0,8,sn1996bk,1.78,Ia-norm,1,2,0,Ia-norm,0,Ia
28,3,1024,2500.0,10000.0,10,sn04eo,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
29,16,1024,2500.0,10000.0,13,sn1991T,0.93,Ia-91T,1,3,1,Ia-91T,0,Ia
30,10,1024,2500.0,10000.0,10,sn2007uy,-9.99,Ib-pec,2,3,9,Ib-pec,1,Ib
31,17,1024,2500.0,10000.0,9,sn2006gr,0.81,Ia-norm,1,2,0,Ia-norm,0,Ia
32,25,1024,2500.0,10000.0,9,sn2003jd,-9.99,Ic-broad,3,4,11,Ic-broad,2,Ic
33,10,1024,2500.0,10000.0,8,sn1999gp,0.87,Ia-91T,1,3,1,Ia-91T,0,Ia
34,27,1024,2500.0,10000.0,8,sn2007le,1.01,Ia-norm,1,2,0,Ia-norm,0,Ia
35,27,1024,2500.0,10000.0,12,sn1996X,1.26,Ia-norm,1,2,0,Ia-norm,0,Ia
36,11,1024,2500.0,10000.0,10,sn2007ru,-9.99,Ic-broad,3,4,11,Ic-broad,2,Ic
37,10,1024,2500.0,10000.0,9,sn2005hj,0.93,Ia-91T,1,3,1,Ia-91T,0,Ia
38,6,1024,2500.0,10000.0,8,sn2005ek,-9.99,Ic-pec,3,3,12,Ic-pec,2,Ic
39,1,1024,2500.0,10000.0,10,sn2001cj,0.96,Ia-norm,1,2,0,Ia-norm,0,Ia
40,3,1024,2500.0,10000.0,8,sn2000bk,1.46,Ia-norm,1,2,0,Ia-norm,0,Ia
41,3,1024,2500.0,10000.0,10,sn1996C,0.93,Ia-norm,1,2,0,Ia-norm,0,Ia
42,8,1024,2500.0,10000.0,8,sn2001gc,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
43,1,1024,2500.0,10000.0,10,sn06cp,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
44,3,1024,2500.0,10000.0,8,sn2007ba,1.89,Ia-91bg,1,4,2,Ia-91bg,0,Ia
45,13,1024,2500.0,10000.0,10,sn2004gt,-9.99,Ic-norm,3,2,10,Ic-norm,2,Ic
46,8,1024,2500.0,10000.0,9,sn2007fs,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
47,1,1024,2500.0,10000.0,8,sn2006nz,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
48,10,1024,2500.0,10000.0,9,sn2004gs,1.41,Ia-norm,1,2,0,Ia-norm,0,Ia
49,26,1024,2500.0,10000.0,13,10as,-9.99,IIb,2,4,8,IIb,1,Ib
50,4,1024,2500.0,10000.0,11,sn2002ao,-9.99,Ibn,2,5,7,Ibn,1,Ib
51,6,1024,2500.0,10000.0,9,sn1996ai,0.88,Ia-norm,1,2,0,Ia-norm,0,Ia
52,9,1024,2500.0,10000.0,9,sn2007ax,1.87,Ia-91bg,1,4,2,Ia-91bg,0,Ia
53,1,1024,2500.0,10000.0,11,sn06cq,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
54,6,1024,2500.0,10000.0,8,sn2002es,1.28,Ia-91bg,1,4,2,Ia-91bg,0,Ia
55,14,1024,2500.0,10000.0,9,sn2008A,1.28,Ia-02cx,1,6,4,Iax,0,Ia
56,4,1024,2500.0,10000.0,8,sn1998ef,1.27,Ia-norm,1,2,0,Ia-norm,0,Ia
57,3,1024,2500.0,10000.0,8,sn1999cp,0.98,Ia-norm,1,2,0,Ia-norm,0,Ia
58,14,1024,2500.0,10000.0,10,sn1997do,0.94,Ia-norm,1,2,0,Ia-norm,0,Ia
59,1,1024,2500.0,10000.0,10,sn06ke,-9.99,Ia-91bg,1,4,2,Ia-91bg,0,Ia
60,2,1024,2500.0,10000.0,8,sn1999cw,0.94,Ia-91T,1,3,1,Ia-91T,0,Ia
61,4,1024,2500.0,10000.0,11,sn06dw,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
62,3,1024,2500.0,10000.0,10,sn04fz,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
63,5,1024,2500.0,10000.0,10,sn2002hu,1.05,Ia-91T,1,3,1,Ia-91T,0,Ia
64,26,1024,2500.0,10000.0,11,sn2006aj,-9.99,Ic-broad,3,4,11,Ic-broad,2,Ic
65,10,1024,2500.0,10000.0,13,sn2012P,-9.99,IIb,2,4,8,IIb,1,Ib
66,27,1024,2500.0,10000.0,11,sn2004aw,-9.99,Ic-pec,3,2,12,Ic-pec,2,Ic
67,41,1024,2500.0,10000.0,11,sn2005cs,-9.99,IIP,4,2,13,IIP,3,II
68,14,1024,2500.0,10000.0,12,sn2006bt,1.0,Ia-norm,1,2,0,Ia-norm,0,Ia
69,1,1024,2500.0,10000.0,10,sn04bl,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
70,11,1024,2500.0,10000.0,9,sn2007ci,1.6,Ia-norm,1,2,0,Ia-norm,0,Ia
71,2,1024,2500.0,10000.0,11,sn06os,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
72,8,1024,2500.0,10000.0,10,sn1990I,-9.99,Ib-norm,2,2,6,Ib-norm,1,Ib
73,42,1024,2500.0,10000.0,11,sn1999aa,0.78,Ia-91T,1,3,1,Ia-91T,0,Ia
74,6,1024,2500.0,10000.0,10,sn07af,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
75,3,1024,2500.0,10000.0,7,sn2007cg,1.05,Ia-norm,1,2,0,Ia-norm,0,Ia
76,11,1024,2500.0,10000.0,9,sn2006ac,1.2,Ia-norm,1,2,0,Ia-norm,0,Ia
77,12,1024,2500.0,10000.0,8,sn2001fe,1.0,Ia-norm,1,2,0,Ia-norm,0,Ia
78,1,1024,2500.0,10000.0,7,sn2006eq,1.62,Ia-norm,1,2,0,Ia-norm,0,Ia
79,4,1024,2500.0,10000.0,8,sn1997E,1.4,Ia-norm,1,2,0,Ia-norm,0,Ia
80,22,1024,2500.0,10000.0,8,sn2006le,0.88,Ia-norm,1,2,0,Ia-norm,0,Ia
81,2,1024,2500.0,10000.0,10,sn03Y,-9.99,Ia-91bg,1,4,2,Ia-91bg,0,Ia
82,1,1024,2500.0,10000.0,9,sn2006ev,1.32,Ia-norm,1,2,0,Ia-norm,0,Ia
83,6,1024,2500.0,10000.0,10,sn04dt,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
84,3,1024,2500.0,10000.0,9,sn2006bz,2.09,Ia-91bg,1,4,2,Ia-91bg,0,Ia
85,15,1024,2500.0,10000.0,11,sn1990N,0.95,Ia-norm,1,2,0,Ia-norm,0,Ia
86,5,1024,2500.0,10000.0,8,sn2004bg,1.05,Ia-norm,1,2,0,Ia-norm,0,Ia
87,17,1024,2500.0,10000.0,8,sn2007gr,-9.99,Ic-norm,3,2,10,Ic-norm,2,Ic
88,2,1024,2500.0,10000.0,10,sn06or,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
89,9,1024,2500.0,10000.0,8,sn2004fu,1.08,Ia-norm,1,2,0,Ia-norm,0,Ia
90,67,1024,2500.0,10000.0,11,sn2005cf,1.1,Ia-norm,1,2,0,Ia-norm,0,Ia
91,7,1024,2500.0,10000.0,12,sn2004S,1.02,Ia-norm,1,2,0,Ia-norm,0,Ia
92,13,1024,2500.0,10000.0,10,sn1997bp,1.08,Ia-norm,1,2,0,Ia-norm,0,Ia
93,6,1024,2500.0,10000.0,9,sn1990U,-9.99,Ib-norm,2,2,6,Ib-norm,1,Ib
94,2,1024,2500.0,10000.0,11,sn02ef,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
95,1,1024,2500.0,10000.0,9,sn2006em,1.5,Ia-91bg,1,4,2,Ia-91bg,0,Ia
96,16,1024,2500.0,10000.0,9,sn2013dx,-9.99,Ic-broad,3,4,11,Ic-broad,2,Ic
97,15,1024,2500.0,10000.0,11,sn2012ap,-9.99,Ic-broad,3,4,11,Ic-broad,2,Ic
98,4,1024,2500.0,10000.0,8,sn1997Y,1.15,Ia-norm,1,2,0,Ia-norm,0,Ia
99,24,1024,2500.0,10000.0,11,sn02er,1.33,Ia-norm,1,2,0,Ia-norm,0,Ia
100,19,1024,2500.0,10000.0,11,16coi,-9.99,Ic-broad,3,4,11,Ic-broad,2,Ic
101,3,1024,2500.0,10000.0,11,sn05eq,-9.99,Ia-99aa,1,7,1,Ia-91T,0,Ia
102,4,1024,2500.0,10000.0,8,sn2006ax,1.06,Ia-norm,1,2,0,Ia-norm,0,Ia
103,2,1024,2500.0,10000.0,11,sn03he,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
104,5,1024,2500.0,10000.0,11,PTF10vgv,-9.99,Ic-broad,3,4,11,Ic-broad,2,Ic
105,8,1024,2500.0,10000.0,8,sn2002ck,1.08,Ia-norm,1,2,0,Ia-norm,0,Ia
106,3,1024,2500.0,10000.0,10,sn06lf,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
107,2,1024,2500.0,10000.0,10,sn06em,-9.99,Ia-91bg,1,4,2,Ia-91bg,0,Ia
108,1,1024,2500.0,10000.0,7,sn2007D,-9.99,Ic-broad,3,4,11,Ic-broad,2,Ic
109,44,1024,2500.0,10000.0,11,sn2000cx,0.99,Ia-pec,1,6,5,Ia-pec,0,Ia
110,10,1024,2500.0,10000.0,11,sn95D,0.99,Ia-norm,1,2,0,Ia-norm,0,Ia
111,9,1024,2500.0,10000.0,8,sn2001en,1.12,Ia-norm,1,2,0,Ia-norm,0,Ia
112,1,1024,2500.0,10000.0,10,sn94S,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
113,12,1024,2500.0,10000.0,11,sn2000H,-9.99,IIb,2,4,8,IIb,1,Ib
114,8,1024,2500.0,10000.0,8,sn1995bd,0.94,Ia-91T,1,3,1,Ia-91T,0,Ia
115,3,1024,2500.0,10000.0,8,sn1999ef,1.06,Ia-norm,1,2,0,Ia-norm,0,Ia
116,5,1024,2500.0,10000.0,8,sn2008ae,-9.99,Ia-pec,1,6,5,Ia-pec,0,Ia
117,5,1024,2500.0,10000.0,10,sn07fb,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
118,4,1024,2500.0,10000.0,7,sn2003hu,-9.99,Ia-91T,1,3,1,Ia-91T,0,Ia
119,38,1024,2500.0,10000.0,11,sn1994I,-9.99,Ic-norm,3,2,10,Ic-norm,2,Ic
120,8,1024,2500.0,10000.0,8,sn2006hb,1.44,Ia-91bg,1,4,2,Ia-91bg,0,Ia
121,16,1024,2500.0,10000.0,11,sn2007C,-9.99,Ib-norm,2,2,6,Ib-norm,1,Ib
122,5,1024,2500.0,10000.0,8,sn1999gd,1.18,Ia-norm,1,2,0,Ia-norm,0,Ia
123,7,1024,2500.0,10000.0,10,sn1996L,-9.99,IIn,4,4,15,IIn,3,II
124,2,1024,2500.0,10000.0,8,sn2007ap,1.37,Ia-norm,1,2,0,Ia-norm,0,Ia
125,26,1024,2500.0,10000.0,11,sn2006X,1.18,Ia-norm,1,2,0,Ia-norm,0,Ia
126,18,1024,2500.0,10000.0,9,sn2005am,1.3,Ia-norm,1,2,0,Ia-norm,0,Ia
127,24,1024,2500.0,10000.0,10,sn2002fk,1.13,Ia-norm,1,2,0,Ia-norm,0,Ia
128,57,1024,2500.0,10000.0,11,sn1998S,-9.99,IIn,4,4,15,IIn,3,II
129,6,1024,2500.0,10000.0,11,sn2002eu,1.52,Ia-norm,1,2,0,Ia-norm,0,Ia
130,11,1024,2500.0,10000.0,10,sn2003dh,-9.99,Ic-broad,3,4,11,Ic-broad,2,Ic
131,2,1024,2500.0,10000.0,10,sn00cu,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
132,26,1024,2500.0,10000.0,11,sn2002er,1.23,Ia-norm,1,2,0,Ia-norm,0,Ia
133,5,1024,2500.0,10000.0,8,sn1998eg,1.14,Ia-norm,1,2,0,Ia-norm,0,Ia
134,3,1024,2500.0,10000.0,9,sn2005A,1.11,Ia-norm,1,2,0,Ia-norm,0,Ia
135,1,1024,2500.0,10000.0,11,sn03U,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
136,1,1024,2500.0,10000.0,7,sn1996bv,0.92,Ia-norm,1,2,0,Ia-norm,0,Ia
137,5,1024,2500.0,10000.0,11,sn2007bg,-9.99,Ic-broad,3,4,11,Ic-broad,2,Ic
138,4,1024,2500.0,10000.0,11,sn04ef,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
139,10,1024,2500.0,10000.0,8,sn1984A,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
140,1,1024,2500.0,10000.0,9,sn2005ki,1.41,Ia-norm,1,2,0,Ia-norm,0,Ia
141,16,1024,2500.0,10000.0,11,iPTF13bvn,-9.99,Ib-norm,2,2,6,Ib-norm,1,Ib
142,3,1024,2500.0,10000.0,10,sn99dq,-9.99,Ia-99aa,1,7,1,Ia-91T,0,Ia
143,6,1024,2500.0,10000.0,9,sn2006sr,1.24,Ia-norm,1,2,0,Ia-norm,0,Ia
144,14,1024,2500.0,10000.0,10,sn2007hj,1.95,Ia-norm,1,2,0,Ia-norm,0,Ia
145,5,1024,2500.0,10000.0,10,sn05cf,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
146,7,1024,2500.0,10000.0,10,sn2002fb,1.77,Ia-91bg,1,4,2,Ia-91bg,0,Ia
147,1,1024,2500.0,10000.0,11,sn95ac,-9.99,Ia-91T,1,3,1,Ia-91T,0,Ia
148,3,1024,2500.0,10000.0,8,sn2004dk,-9.99,Ib-norm,2,2,6,Ib-norm,1,Ib
149,8,1024,2500.0,10000.0,8,sn2001cp,0.88,Ia-norm,1,2,0,Ia-norm,0,Ia
150,10,1024,2500.0,10000.0,9,sn2005eq,0.88,Ia-91T,1,3,1,Ia-91T,0,Ia
151,3,1024,2500.0,10000.0,8,sn2006cz,-9.99,Ia-91T,1,3,1,Ia-91T,0,Ia
152,1,1024,2500.0,10000.0,11,sn06cz,-9.99,Ia-99aa,1,7,1,Ia-91T,0,Ia
153,26,1024,2500.0,10000.0,11,sn00cx,0.93,Ia-pec,1,6,5,Ia-pec,0,Ia
154,1,1024,2500.0,10000.0,8,sn2008R,1.54,Ia-91bg,1,4,2,Ia-91bg,0,Ia
155,2,1024,2500.0,10000.0,10,sn2007ux,1.74,Ia-norm,1,2,0,Ia-norm,0,Ia
156,4,1024,2500.0,10000.0,10,sn2002ha,1.22,Ia-norm,1,2,0,Ia-norm,0,Ia
157,30,1024,2500.0,10000.0,12,sn2005bf,-9.99,Ib-norm,2,2,6,Ib-norm,1,Ib
158,1,1024,2500.0,10000.0,10,sn1993ac,1.19,Ia-norm,1,2,0,Ia-norm,0,Ia
159,4,1024,2500.0,10000.0,10,sn02cr,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
160,2,1024,2500.0,10000.0,10,sn02jy,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
161,2,1024,2500.0,10000.0,8,sn2007ae,0.98,Ia-norm,1,2,0,Ia-norm,0,Ia
162,7,1024,2500.0,10000.0,8,sn1999cc,1.35,Ia-norm,1,2,0,Ia-norm,0,Ia
163,32,1024,2500.0,10000.0,11,sn2005hk,1.56,Ia-02cx,1,6,4,Iax,0,Ia
164,37,1024,2500.0,10000.0,13,13ge,-9.99,Ic,3,2,10,Ic-norm,2,Ic
165,4,1024,2500.0,10000.0,10,sn2001ck,1.05,Ia-norm,1,2,0,Ia-norm,0,Ia
166,7,1024,2500.0,10000.0,8,sn2003cq,1.2,Ia-norm,1,2,0,Ia-norm,0,Ia
167,26,1024,2500.0,10000.0,10,sn1991bg,1.94,Ia-91bg,1,4,2,Ia-91bg,0,Ia
168,12,1024,2500.0,10000.0,9,sn1983V,-9.99,Ic-norm,3,2,10,Ic-norm,2,Ic
169,1,1024,2500.0,10000.0,10,sn02kf,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
170,1,1024,2500.0,10000.0,8,sn2006te,1.04,Ia-norm,1,2,0,Ia-norm,0,Ia
171,6,1024,2500.0,10000.0,8,sn2006cf,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
172,1,1024,2500.0,10000.0,11,sn00cw,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
173,3,1024,2500.0,10000.0,8,sn2006gt,1.66,Ia-91bg,1,4,2,Ia-91bg,0,Ia
174,3,1024,2500.0,10000.0,10,sn05am,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
175,42,1024,2500.0,10000.0,12,sn94D,1.32,Ia-norm,1,2,0,Ia-norm,0,Ia
176,5,1024,2500.0,10000.0,10,sn02cs,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
177,2,1024,2500.0,10000.0,11,sn03iv,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
178,8,1024,2500.0,10000.0,10,sn2007al,1.89,Ia-91bg,1,4,2,Ia-91bg,0,Ia
179,6,1024,2500.0,10000.0,11,sn2006D,1.35,Ia-norm,1,2,0,Ia-norm,0,Ia
180,11,1024,2500.0,10000.0,8,sn1998bp,1.79,Ia-norm,1,2,0,Ia-norm,0,Ia
181,1,1024,2500.0,10000.0,9,sn99gd,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
182,17,1024,2500.0,10000.0,9,sn2006gz,0.69,Ia-pec,1,6,5,Ia-pec,0,Ia
183,2,1024,2500.0,10000.0,8,sn2005bo,1.28,Ia-norm,1,2,0,Ia-norm,0,Ia
184,8,1024,2500.0,10000.0,9,sn2011fu,-9.99,IIb,2,4,8,IIb,1,Ib
185,1,1024,2500.0,10000.0,8,sn1999da,1.9,Ia-91bg,1,4,2,Ia-91bg,0,Ia
186,26,1024,2500.0,10000.0,12,sn1998bw,-9.99,Ic-broad,3,4,11,Ic-broad,2,Ic
187,18,1024,2500.0,10000.0,11,sn2001eh,0.92,Ia-91T,1,3,1,Ia-91T,0,Ia
188,5,1024,2500.0,10000.0,10,sn2001az,1.09,Ia-91T,1,3,1,Ia-91T,0,Ia
189,4,1024,2500.0,10000.0,8,sn2002do,1.56,Ia-norm,1,2,0,Ia-norm,0,Ia
190,3,1024,2500.0,10000.0,10,sn06ef,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
191,2,1024,2500.0,10000.0,8,sn2007jg,1.17,Ia-norm,1,2,0,Ia-norm,0,Ia
192,4,1024,2500.0,10000.0,10,sn05de,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
193,16,1024,2500.0,10000.0,10,sn2003W,1.14,Ia-norm,1,2,0,Ia-norm,0,Ia
194,15,1024,2500.0,10000.0,8,sn2002cd,0.84,Ia-norm,1,2,0,Ia-norm,0,Ia
195,1,1024,2500.0,10000.0,10,sn2004ff,-9.99,IIb,2,4,8,IIb,1,Ib
196,25,1024,2500.0,10000.0,11,sn1996cb,-9.99,IIb,2,4,8,IIb,1,Ib
197,3,1024,2500.0,10000.0,8,sn2003Y,1.65,Ia-91bg,1,4,2,Ia-91bg,0,Ia
198,1,1024,2500.0,10000.0,11,sn04as,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
199,10,1024,2500.0,10000.0,10,sn2002jy,0.88,Ia-norm,1,2,0,Ia-norm,0,Ia
200,12,1024,2500.0,10000.0,10,sn2007sr,1.13,Ia-norm,1,2,0,Ia-norm,0,Ia
201,6,1024,2500.0,10000.0,10,sn01ep,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
202,1,1024,2500.0,10000.0,8,sn2000cw,1.22,Ia-norm,1,2,0,Ia-norm,0,Ia
203,7,1024,2500.0,10000.0,8,sn2003kc,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
204,6,1024,2500.0,10000.0,9,sn2005na,1.09,Ia-norm,1,2,0,Ia-norm,0,Ia
205,1,1024,2500.0,10000.0,11,sn00cp,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
206,4,1024,2500.0,10000.0,10,sn98es,-9.99,Ia-99aa,1,7,1,Ia-91T,0,Ia
207,6,1024,2500.0,10000.0,9,sn2005cg,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
208,2,1024,2500.0,10000.0,11,sn02el,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
209,9,1024,2500.0,10000.0,11,sn1998dt,-9.99,Ib-norm,2,2,6,Ib-norm,1,Ib
210,7,1024,2500.0,10000.0,8,sn2006oa,0.89,Ia-91T,1,3,1,Ia-91T,0,Ia
211,13,1024,2500.0,10000.0,10,sn1997bq,1.14,Ia-norm,1,2,0,Ia-norm,0,Ia
212,4,1024,2500.0,10000.0,10,sn98bu,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
213,2,1024,2500.0,10000.0,10,sn07A,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
214,3,1024,2500.0,10000.0,10,sn04fu,1.3,Ia-norm,1,2,0,Ia-norm,0,Ia
215,7,1024,2500.0,10000.0,9,sn2006el,-9.99,IIb,2,4,8,IIb,1,Ib
216,3,1024,2500.0,10000.0,8,sn2000cp,1.09,Ia-norm,1,2,0,Ia-norm,0,Ia
217,73,1024,2500.0,10000.0,11,sn1993J,-9.99,IIb,2,4,8,IIb,1,Ib
218,4,1024,2500.0,10000.0,10,sn95D,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
219,2,1024,2500.0,10000.0,9,sn2005mc,1.63,Ia-norm,1,2,0,Ia-norm,0,Ia
220,1,1024,2500.0,10000.0,8,sn2005iq,1.19,Ia-norm,1,2,0,Ia-norm,0,Ia
221,28,1024,2500.0,10000.0,11,sn1997ef,-9.99,Ic-broad,3,4,11,Ic-broad,2,Ic
222,14,1024,2500.0,10000.0,10,sn1999by,1.97,Ia-91bg,1,4,2,Ia-91bg,0,Ia
223,1,1024,2500.0,10000.0,10,sn04bg,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
224,6,1024,2500.0,10000.0,10,sn1990O,0.94,Ia-norm,1,2,0,Ia-norm,0,Ia
225,4,1024,2500.0,10000.0,8,sn2000dg,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
226,2,1024,2500.0,10000.0,10,sn99cp,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
227,9,1024,2500.0,10000.0,8,sn2007ca,0.89,Ia-norm,1,2,0,Ia-norm,0,Ia
228,10,1024,2500.0,10000.0,8,sn1998dh,1.17,Ia-norm,1,2,0,Ia-norm,0,Ia
229,5,1024,2500.0,10000.0,11,sn2001ah,0.98,Ia-91T,1,3,1,Ia-91T,0,Ia
230,48,1024,2500.0,10000.0,11,sn2009jf,-9.99,Ib-norm,2,2,6,Ib-norm,1,Ib
231,5,1024,2500.0,10000.0,10,sn2006ep,-9.99,Ib-norm,2,2,6,Ib-norm,1,Ib
232,12,1024,2500.0,10000.0,10,sn2008bo,-9.99,IIb,2,4,8,IIb,1,Ib
233,1,1024,2500.0,10000.0,10,sn07al,-9.99,Ia-91bg,1,4,2,Ia-91bg,0,Ia
234,2,1024,2500.0,10000.0,8,sn2006br,1.12,Ia-norm,1,2,0,Ia-norm,0,Ia
235,4,1024,2500.0,10000.0,8,sn2000dn,1.04,Ia-norm,1,2,0,Ia-norm,0,Ia
236,1,1024,2500.0,10000.0,10,sn95E,-9.99,Ia-norm,1,2,0,Ia-norm,0,Ia
237,5,1024,2500.0,10000.0,7,sn1994T,1.51,Ia-norm,1,2,0,Ia-norm,0,Ia
238,17,1024,2500.0,10000.0,12,LSQ14efd,-9.99,Ic,3,2,10,Ic-norm,2,Ic
239,6,1024,2500.0,10000.0,8,sn2006al,1.35,Ia-norm,1,2,0,Ia-norm,0,Ia
240,1,1024,2500.0,10000.0,5,sn2009nz,-9.99,Ic-broad,3,4,11,Ic-broad,2,Ic
241,1,1024,2500.0,10000.0,10,sn2013dk,-9.99,Ic-norm,3,2,10,Ic-norm,2,Ic
242,24,1024,2500.0,10000.0,11,sn89B,1.31,Ia-norm,1,2,0,Ia-norm,0,Ia
243,1,1024,2500.0,10000.0,8,sn2006ak,1.22,Ia-norm,1,2,0,Ia-norm,0,Ia
244,12,1024,2500.0,10000.0,11,sn2007Y,-9.99,Ib-norm,2,2,6,Ib-norm,1,Ib
245,8,1024,2500.0,10000.0,11,sn2002cx,1.51,Ia-02cx,1,6,4,Iax,0,Ia
246,2,1024,2500.0,10000.0,9,sn2010ay,-9.99,Ic-broad,3,4,11,Ic-broad,2,Ic
247,4,1024,2500.0,10000.0,8,sn2000ce,1.0,Ia-norm,1,2,0,Ia-norm,0,Ia
248,14,1024,2500.0,10000.0,9,sn2008bf,1.05,Ia-norm,1,2,0,Ia-norm,0,Ia
